;artists;Title;Title language;Artist name language;Artist name language ISO;Artist name language FULL;Title language ISO;Title language FULL
88946;Marie Dubas;Le Doux Caboulot;['fr', 'french'];['eo', 'esperanto'];eo;esperanto;fr;french
88949;Dranem;La Biguine;['fr', 'french'];['sl', 'slovenian'];sl;slovenian;fr;french
88950;Maurice Chevalier;Paris Je T'aime D'amour;['fr', 'french'];['fr', 'french'];fr;french;fr;french
88955;Marcel Pagnol,Charpin,Mouries,Vattier,Raimu,Oriane Demazis;Acte 1, scènes 10, 11, 12;['fr', 'french'];['fr', 'french'];fr;french;fr;french
88981;Esther Lekain;Ca Pousse;['fr', 'french'];['en', 'english'];en;english;fr;french
88982;Fréhel;A La Dérive;['fr', 'french'];['fr', 'french'];fr;french;fr;french
88995;Marcel Pagnol,Charpin,Raimu;Acte 2, scène 7;['fr', 'french'];['ja', 'japanese'];ja;japanese;fr;french
89003;Georgius;Oh Oh Il Travaille Du Chapeau;['fr', 'french'];['la', 'latin'];la;latin;fr;french
89004;Marcel Pagnol;Le contrat de Raimu est résilié : insultes, Pagnol veut retirer ''Fanny'';['fr', 'french'];['fr', 'french'];fr;french;fr;french
89006;Alibert;Miette;['fr', 'french'];['en', 'english'];en;english;fr;french
89126;Lys Gauty;Le Bonheur N'est Plus Un Rêve;['fr', 'french'];['no', 'norwegian'];no;norwegian;fr;french
89129;Maurice Jaubert;Part.3 (From En Crète sans les dieux) (1934);['fr', 'french'];['fr', 'french'];fr;french;fr;french
89137;Maurice Jaubert;Générique et ouverture (From Un carnet de bal) (1937);['fr', 'french'];['fr', 'french'];fr;french;fr;french
89152;Charles & Johnny;Maman Ne Vends Pas La Maison;['fr', 'french'];['fr', 'french'];fr;french;fr;french
89165;Maurice Jaubert;Le Rêve: Valse grise inversée (From Un carnet de bal) (1937);['fr', 'french'];['fr', 'french'];fr;french;fr;french
89194;Maurice Jaubert;Part.5 (From En Crète sans les dieux) (1934);['fr', 'french'];['fr', 'french'];fr;french;fr;french
89200;Jean Lumière;Faisons Notre Bonheur Nous Même;['fr', 'french'];['fr', 'french'];fr;french;fr;french
89214;Arletty;Pourquoi M'as Tu Fait Ça;['fr', 'french'];['en', 'english'];en;english;fr;french
89580;Edward Elgar,Vása Prihoda,Otto Graef;Salut d'amour, Op. 12;['fr', 'french'];['ga', 'irish'];ga;irish;fr;french
89652;Lead Belly;Bourgeois Blues;['fr', 'french'];['en', 'english'];en;english;fr;french
89668;Benny Goodman;Clarinet à la King;['fr', 'french'];['en', 'english'];en;english;fr;french
89795;Nilla Pizzi,Duo Fasano;Mademoiselle de Paris;['fr', 'french'];['it', 'italian'];it;italian;fr;french
89820;Francois Campion,Julio Martinez Oyanguren;Gigue;['fr', 'french'];['es', 'spanish'];es;spanish;fr;french
89822;Claude Debussy,Roger Desormière/Choeurs Yvonne Gouverné/Orchestre Symphonique de Paris,Roger Desormiere,Orchestre Symphonique De Paris;"Pelléas et Mélisande (2006 Digital Remaster), Act III, Scene Two: Prenez garde; par ici, par ici (Golaud/Pelléas)";['fr', 'french'];['fr', 'french'];fr;french;fr;french
89829;Claude Debussy,Roger Desormière/Choeurs Yvonne Gouverné/Orchestre Symphonique de Paris,Roger Desormiere,Orchestre Symphonique De Paris;Pelléas et Mélisande (2006 Digital Remaster), Act IV, Scene Three: Oh! Cette pierre est lourde...(Yniold/Le berger);['fr', 'french'];['fr', 'french'];fr;french;fr;french
89852;Claude Debussy,Roger Desormière/Choeurs Yvonne Gouverné/Orchestre Symphonique de Paris,Roger Desormiere,Orchestre Symphonique De Paris;Pelléas et Mélisande (2006 Digital Remaster), Act II, Scene Two: Tiens, où est l'anneau que je t'avais donné? (Golaud/Mélisande);['fr', 'french'];['fr', 'french'];fr;french;fr;french
89855;Claude Debussy,Roger Desormière/Choeurs Yvonne Gouverné/Orchestre Symphonique de Paris,Roger Desormiere,Orchestre Symphonique De Paris;Mélodies (2006 Digital Remaster), Le Promenoir des deux amants (Lhermite): De grève (Proses lyriques No.2) (Debussy);['fr', 'french'];['fr', 'french'];fr;french;fr;french
89867;Claude Debussy,Claudio Arrau;Images Book I, L. 110: II. Hommage à Rameau;['fr', 'french'];['en', 'english'];en;english;fr;french
89868;Claude Debussy,Roger Desormière/Choeurs Yvonne Gouverné/Orchestre Symphonique de Paris,Roger Desormiere,Orchestre Symphonique De Paris;Mélodies (2006 Digital Remaster), Le Promenoir des deux amants (Lhermite): Ballade des femmes de Paris (Ballade de François Villon No.3);['fr', 'french'];['fr', 'french'];fr;french;fr;french
89879;Claude Debussy,Roger Desormière/Choeurs Yvonne Gouverné/Orchestre Symphonique de Paris,Roger Desormiere,Orchestre Symphonique De Paris;Pelléas et Mélisande (2006 Digital Remaster), Act II, Scene One: C'est au bord d'une fontaine aussi qu'l vous a trouvée? (Pelléas/Mélisande);['fr', 'french'];['fr', 'french'];fr;french;fr;french
89909;Claude Debussy,Roger Desormière/Choeurs Yvonne Gouverné/Orchestre Symphonique de Paris,Roger Desormiere,Orchestre Symphonique De Paris;Pelléas et Mélisande (2006 Digital Remaster), Act II, Scene Two: Ah! Ah! Tout va bien, cela ne sera rien (Golaud/Mélisande);['fr', 'french'];['fr', 'french'];fr;french;fr;french
89916;Claude Debussy,Roger Desormière/Choeurs Yvonne Gouverné/Orchestre Symphonique de Paris,Roger Desormiere,Orchestre Symphonique De Paris;Pelléas et Mélisande (2006 Digital Remaster), Act V, Scene: Qu'y-a-t'il? Qu'est-ce que toutes ces femmes viennent faire ici? (Golaud/Le médecin/Arkel);['fr', 'french'];['fr', 'french'];fr;french;fr;french
89948;Claude Debussy,Oscar Levant;Estampes, L. 100: III. Jardins sous la pluie - Net et vif (Remastered);['fr', 'french'];['en', 'english'];en;english;fr;french
89970;Claude Debussy,Oscar Levant;Suite bergamasque, L. 75: 3. Clair de lune (Remastered);['fr', 'french'];['en', 'english'];en;english;fr;french
89974;Claude Debussy,Oscar Levant;Estampes, L. 100: II. La soirée dans Grenade;['fr', 'french'];['en', 'english'];en;english;fr;french
90038;César Franck,Concertgebouworkest,Eduard van Beinum;Psyché: 5. Psyché et Eros, FWV 47;['fr', 'french'];['nl', 'dutch'];nl;dutch;fr;french
90049;Maurice Ravel,Concertgebouworkest,Eduard van Beinum;La Valse, M.72;['fr', 'french'];['nl', 'dutch'];nl;dutch;fr;french
90062;César Franck,Concertgebouworkest,Eduard van Beinum;Psyché: 1. Le sommeil de Psyché, FWV 47;['fr', 'french'];['nl', 'dutch'];nl;dutch;fr;french
90075;Maurice Ravel,Concertgebouworkest,Eduard van Beinum;Boléro, M.81;['fr', 'french'];['nl', 'dutch'];nl;dutch;fr;french
90214;Ted Nash;Annie Laurie;['fr', 'french'];['en', 'english'];en;english;fr;french
90402;Claude Debussy,Robert Casadesus,Gaby Casadesus;En blanc et noir, L. 134: II. Lent. Sombre;['fr', 'french'];['en', 'english'];en;english;fr;french
90471;Bernard Herrmann;The Apparition;['fr', 'french'];['de', 'german'];de;german;fr;french
90622;Erik Satie,Philippe Entremont;Je te veux;['fr', 'french'];['fr', 'french'];fr;french;fr;french
90624;Erik Satie,Francis Poulenc;Descriptions automatiques: I. Sur un vaisseau;['fr', 'french'];['nl', 'dutch'];nl;dutch;fr;french
90644;Erik Satie,Philippe Entremont;Descriptions Automatiques: II. Sur une lanterne;['fr', 'french'];['fr', 'french'];fr;french;fr;french
90647;Francis Poulenc,Pierre Bernac;Quatre Poèmes de Guillaume Apollinaire, FP 58: II. Carte postale;['fr', 'french'];['en', 'english'];en;english;fr;french
90655;Erik Satie,Daniel Varsano;Première Gnossienne;['fr', 'french'];['nl', 'dutch'];nl;dutch;fr;french
90664;Francis Poulenc,Pierre Bernac;Quatre Poèmes de Guillaume Apollinaire, FP 58: I. L'Anguille;['fr', 'french'];['en', 'english'];en;english;fr;french
90668;Erik Satie,Philippe Entremont;Descriptions Automatiques: III. Sur un casque;['fr', 'french'];['fr', 'french'];fr;french;fr;french
90669;Francis Poulenc,Pierre Bernac;Quatre Poèmes de Guillaume Apollinaire, FP 58: III. Avant le cinéma;['fr', 'french'];['en', 'english'];en;english;fr;french
90684;Erik Satie,Philippe Entremont;Les trois valses distingúees du precieux dégoûté: II. Son binocle;['fr', 'french'];['fr', 'french'];fr;french;fr;french
90688;Francis Poulenc,Pierre Bernac;Tu vois le feu du soir, FP 98;['fr', 'french'];['en', 'english'];en;english;fr;french
90691;Francis Poulenc,Pierre Bernac;Quatre Poèmes de Guillaume Apollinaire, FP 58: IV. 1904;['fr', 'french'];['en', 'english'];en;english;fr;french
90695;Francis Poulenc,Pierre Bernac;Calligrammes, FP 140: I. L'Espionne;['fr', 'french'];['en', 'english'];en;english;fr;french
90700;Erik Satie,Daniel Varsano;Les trois valses distinguées du précieux dégouté: II. Son binocle;['fr', 'french'];['nl', 'dutch'];nl;dutch;fr;french
90705;Francis Poulenc,Pierre Bernac;Main dominée par le coeur, FP 135;['fr', 'french'];['en', 'english'];en;english;fr;french
90707;Erik Satie,Daniel Varsano;Troisième Gnossienne;['fr', 'french'];['nl', 'dutch'];nl;dutch;fr;french
90713;Erik Satie,Philippe Entremont;Croquis et agaceries d'un gros bonhomme en bois: II. Danse maigre;['fr', 'french'];['fr', 'french'];fr;french;fr;french
90747;Modest Mussorgsky,Leonard Bernstein,New York Philharmonic;Pictures at an Exhibition: III. Tuileries (Dispute d'enfants après jeux);['fr', 'french'];['en', 'english'];en;english;fr;french
90772;Modest Mussorgsky,Leonard Bernstein,New York Philharmonic;Pictures at an Exhibition: VII. Limoges, le marché (La grande nouvelle);['fr', 'french'];['en', 'english'];en;english;fr;french
90860;Duke Ellington;Vagabonds;['fr', 'french'];['en', 'english'];en;english;fr;french
90893;Dean Martin;Bonne Nuit (Goodnight);['fr', 'french'];['en', 'english'];en;english;fr;french
90909;Louis Prima;Oh, Marie;['fr', 'french'];['co', 'corsican'];co;corsican;fr;french
91030;The Modern Jazz Quartet;La Ronde Suite - Instrumental;['fr', 'french'];['en', 'english'];en;english;fr;french
91101;Yves Montand;La goualante du pauvre Jean;['fr', 'french'];['fr', 'french'];fr;french;fr;french
91113;Yves Montand;Grands boulevards;['fr', 'french'];['fr', 'french'];fr;french;fr;french
91156;Los Hermanos Arriagada;Nathalie;['fr', 'french'];['es', 'spanish'];es;spanish;fr;french
91451;Blossom Dearie;Tout Doucement;['fr', 'french'];['en', 'english'];en;english;fr;french
91470;Dave Brubeck,Paul Desmond,Dave Van Kriedt;Chorale;['fr', 'french'];['en', 'english'];en;english;fr;french
91504;Miles Davis;Rouge;['fr', 'french'];['en', 'english'];en;english;fr;french
91506;Illinois Jacquet;Harlem Nocturne;['fr', 'french'];['fr', 'french'];fr;french;fr;french
91555;Miles Davis;"Florence sur les Champs-Élysées - BOF ""Ascenseur pour l'échafaud""";['fr', 'french'];['en', 'english'];en;english;fr;french
91561;Miles Davis;"L'assassinat de Carala - BOF ""Ascenseur pour l'échafaud""";['fr', 'french'];['en', 'english'];en;english;fr;french
91567;Miles Davis;"Chez le photographe du motel - BOF ""Ascenseur pour l'échafaud""";['fr', 'french'];['en', 'english'];en;english;fr;french
91580;Miles Davis;"Au bar du Petit Bac - BOF ""Ascenseur pour l'échafaud""";['fr', 'french'];['en', 'english'];en;english;fr;french
91606;Miles Davis;"Julien dans l'ascenseur - BOF ""Ascenseur pour l'échafaud""";['fr', 'french'];['en', 'english'];en;english;fr;french
91811;Charles Aznavour;Tu t'laisses aller;['fr', 'french'];['fr', 'french'];fr;french;fr;french
91913;Charles Aznavour;Il faut savoir;['fr', 'french'];['fr', 'french'];fr;french;fr;french
92019;Claude Debussy,Eugene Ormandy,Philadelphia Orchestra,Philharmonia Orchestra;Suite bergamasque, L. 75: No. 3, Clair de lune (Arr. L. Caillet for Orchestra);['fr', 'french'];['en', 'english'];en;english;fr;french
92135;Charles Aznavour;Hier encore;['fr', 'french'];['fr', 'french'];fr;french;fr;french
92143;"Georges Bizet,Maria Callas', ""Orchestre de l'Opéra National de Paris"", 'Georges Prêtre', ""Orchestre du Théâtre National de l'Opéra Paris""";"Bizet: Carmen, WD 31, Act 1 Scene 4: No. 5, Havanaise, ""L'amour est un oiseau rebelle"" (Carmen, Chorus)";['fr', 'french'];['fr', 'french'];fr;french;fr;french
92207;Charles Aznavour;Que c'est triste Venise;['fr', 'french'];['fr', 'french'];fr;french;fr;french
92212;Gilbert Bécaud;Nathalie;['fr', 'french'];['fr', 'french'];fr;french;fr;french
92226;Nina Simone;Ne Me Quitte Pas;['fr', 'french'];['da', 'danish'];da;danish;fr;french
92304;Vince Guaraldi Trio;Fur Elise;['fr', 'french'];['it', 'italian'];it;italian;fr;french
92332;Charles Aznavour;La bohème;['fr', 'french'];['fr', 'french'];fr;french;fr;french
92416;Francis Lai;Un homme et une femme - Instrumental;['fr', 'french'];['zh-CN', 'chinese (simplified)'];zh-CN;chinese (simplified);fr;french
92543;Françoise Hardy;Comment te dire adieu - Remasterisé en 2016;['fr', 'french'];['fr', 'french'];fr;french;fr;french
92635;Joe Dassin;Les Champs-Elysées;['fr', 'french'];['fr', 'french'];fr;french;fr;french
92733;Minnie Riperton;Les Fleurs;['fr', 'french'];['en', 'english'];en;english;fr;french
93054;John Cale;Paris 1919;['fr', 'french'];['ro', 'romanian'];ro;romanian;fr;french
93293;Cortex;Huit octobre 1971;['fr', 'french'];['en', 'english'];en;english;fr;french
93625;ABBA;Voulez-Vous;['fr', 'french'];['hu', 'hungarian'];hu;hungarian;fr;french
93647;Raffi;Frere Jacques;['fr', 'french'];['id', 'indonesian'];id;indonesian;fr;french
94094;Cheryl Lynn;Encore;['fr', 'french'];['en', 'english'];en;english;fr;french
94111;Johann Sebastian Bach,Yo-Yo Ma;Cello Suite No. 1 in G Major, BWV 1007: II. Allemande;['fr', 'french'];['en', 'english'];en;english;fr;french
94184;Erik Satie,Pascal Rogé;3 Gymnopédies: No. 1 in D Major: Lent et douloureux;['fr', 'french'];['en', 'english'];en;english;fr;french
94440;Édith Piaf;Non, je ne regrette rien;['fr', 'french'];['fr', 'french'];fr;french;fr;french
94446;Prince;Adore;['fr', 'french'];['en', 'english'];en;english;fr;french
94810;Maurice Ravel,Louis Lortie,Hélène Mercier;Ma mère l'oye, M. 60 (Version for Piano Duo): I. Pavane de la belle au bois dormant;['fr', 'french'];['fr', 'french'];fr;french;fr;french
95046;Snow;Informer;['fr', 'french'];['en', 'english'];en;english;fr;french
95182;Megadeth;A Tout Le Monde - Remastered 2004;['fr', 'french'];['en', 'english'];en;english;fr;french
95336;OutKast;Jazzy Belle;['fr', 'french'];['en', 'english'];en;english;fr;french
95480;Buena Vista Social Club;Chan Chan;['fr', 'french'];['es', 'spanish'];es;spanish;fr;french
95584;Cardenales De Nuevo León;Compréndala;['fr', 'french'];['es', 'spanish'];es;spanish;fr;french
95614;Air;La femme d'argent;['fr', 'french'];['en', 'english'];en;english;fr;french
95667;Pure Prairie League;Amie;['fr', 'french'];['en', 'english'];en;english;fr;french
95835;Yann Tiersen;Comptine d'un autre été, l'après-midi;['fr', 'french'];['fr', 'french'];fr;french;fr;french
95839;Aphex Twin;Avril 14th;['fr', 'french'];['en', 'english'];en;english;fr;french
96451;Joe Arroyo;La rebelion;['fr', 'french'];['es', 'spanish'];es;spanish;fr;french
96473;Camille;Le Festin;['fr', 'french'];['en', 'english'];en;english;fr;french
97362;J. Cole;Deja Vu;['fr', 'french'];['en', 'english'];en;english;fr;french
97400;Post Malone,Justin Bieber;Deja Vu;['fr', 'french'];['en', 'english'];en;english;fr;french
97823;Mistinguett;La belote;['fr', 'french'];['en', 'english'];en;english;fr;french
97831;Mistinguett;Oh mademoiselle;['fr', 'french'];['en', 'english'];en;english;fr;french
97836;Louis Lynel;Les ménétriers;['fr', 'french'];['fr', 'french'];fr;french;fr;french
97848;Georgius;La plus bath des javas;['fr', 'french'];['la', 'latin'];la;latin;fr;french
97859;Marguerite Deval;C'était Une Autre Epoque;['fr', 'french'];['en', 'english'];en;english;fr;french
97860;Fred Gouin;Les Papillons De Nuit;['fr', 'french'];['fr', 'french'];fr;french;fr;french
97862;Georgius;L'homme Du Milieu;['fr', 'french'];['la', 'latin'];la;latin;fr;french
97866;Maurice Chevalier;C'etait Moi;['fr', 'french'];['fr', 'french'];fr;french;fr;french
97870;Georges Thill;"Faust, Acte 3, Scène Et Duo Du Jardin (2ème Partie): ""Laissez Un Peu De Grâce""";['fr', 'french'];['lb', 'luxembourgish'];lb;luxembourgish;fr;french
97873;Pierrette Mad;Ca C'est Gentil Ca C'est Pas Mal;['fr', 'french'];['fr', 'french'];fr;french;fr;french
97875;Georges Thill;"Faust, Acte 3, Scène Et Duo Du Jardin (3ème Partie): ""Marguerite! Ah! Partez!""";['fr', 'french'];['lb', 'luxembourgish'];lb;luxembourgish;fr;french
97876;Georges Thill;"Les Huguenots, Acte 1: ""Plus Blanche Que La Blanche Hermine""";['fr', 'french'];['lb', 'luxembourgish'];lb;luxembourgish;fr;french
97882;Gaston Ouvrard;Elle Met Des Chaussinettes;['fr', 'french'];['en', 'english'];en;english;fr;french
97883;Georges Thill;"La Juive, Acte 4: ""Quand Du Seigneur La Grâce Tutélaire""";['fr', 'french'];['lb', 'luxembourgish'];lb;luxembourgish;fr;french
97892;Perchicot;Sous Le Soleil Marocain;['fr', 'french'];['en', 'english'];en;english;fr;french
97894;Dranem;Est Ce Que Je Te Demande;['fr', 'french'];['sl', 'slovenian'];sl;slovenian;fr;french
97902;Saint Granier;Les P'tites Femmes;['fr', 'french'];['fr', 'french'];fr;french;fr;french
97905;Georges Thill;"Carmen, 18, Acte 3: ""Coeur Des Contrebandiers""";['fr', 'french'];['lb', 'luxembourgish'];lb;luxembourgish;fr;french
97906;Georges Thill;"La Traviata, Acte 2: ""Je Suis Aimé De Toi""";['fr', 'french'];['lb', 'luxembourgish'];lb;luxembourgish;fr;french
97910;Georges Thill;"Faust, Acte 3, Scène Et Duo Du Jardin (1ère Partie): ""Il Était Temps! Sous Le Feuillage Sombre""";['fr', 'french'];['lb', 'luxembourgish'];lb;luxembourgish;fr;french
97920;Orchestre Piero Coppola,Piero Coppola,Yvonne Brothier;Carmen : Acte III - C'est des contrebandiers (Air de Micaela);['fr', 'french'];['it', 'italian'];it;italian;fr;french
97922;Orchestre Piero Coppola,Marinette Fenoyer,Lucy Perelli,Henriette Lebard,Piero Coppola;Carmen : Acte II - Les tringles des sistres tintaient (Chanson bohème);['fr', 'french'];['it', 'italian'];it;italian;fr;french
97938;Fred Gouin;Marche Des Petits Pierrots;['fr', 'french'];['fr', 'french'];fr;french;fr;french
97945;Fréhel;C'est Lui C'est Tout;['fr', 'french'];['fr', 'french'];fr;french;fr;french
97954;"Orchestre Piero Coppola,Ch&#339;ur Piero Coppola,Piero Coppola,Louis Musy";Carmen : Acte II - Vivat! Vivat! Le toréro! (Air d'Escamillo) - Votre toast, je peux vous le rendre (Choeur);['fr', 'french'];['it', 'italian'];it;italian;fr;french
97957;Maurice Chevalier;Marguerite;['fr', 'french'];['fr', 'french'];fr;french;fr;french
97966;Jane Ares;Chanson Française;['fr', 'french'];['en', 'english'];en;english;fr;french
97969;Orchestre Piero Coppola,Lucy Perelli,Piero Coppola,Louis Musy;Carmen : Acte IV - Si tu m'aimes, Carmen;['fr', 'french'];['it', 'italian'];it;italian;fr;french
97975;Orchestre Piero Coppola,Yvonne Brothier,José De Trévi,Piero Coppola;Carmen : Acte I - Parle moi de ma mère (Duo);['fr', 'french'];['it', 'italian'];it;italian;fr;french
97983;Marie Dubas;T'aimer Librement;['fr', 'french'];['eo', 'esperanto'];eo;esperanto;fr;french
98149;Damia;Ne Dis Rien;['fr', 'french'];['ms', 'malay'];ms;malay;fr;french
98163;Richard Strauss,London Philharmonic Orchestra;Le Bourgeois Gentilhomme – Suite Op.60: VIII Prelude, Scene 2;['fr', 'french'];['en', 'english'];en;english;fr;french
98184;Dranem;Je Suis Aimé;['fr', 'french'];['sl', 'slovenian'];sl;slovenian;fr;french
98206;Polaire;Le Train Du Rêve;['fr', 'french'];['fr', 'french'];fr;french;fr;french
98264;Lucienne Boyer;Parlez Moi D'amour;['fr', 'french'];['fr', 'french'];fr;french;fr;french
98331;Yvonne Printemps;Le Pot Pourri D'alain Gerbault;['fr', 'french'];['fr', 'french'];fr;french;fr;french
98343;"Ninon Vallin,Georges Thill,Germaine Féraldy', ""Chœur et Orchestre de l'Opéra de Paris"", 'Elie Cohen";Werther, Acte I: Elle m'aime!... Quelle prière de reconnaissance;['fr', 'french'];['fr', 'french'];fr;french;fr;french
98373;"Ninon Vallin,Georges Thill,Germaine Féraldy', ""Chœur et Orchestre de l'Opéra de Paris"", 'Elie Cohen";Werther, Acte II: Ah! Qu'il est loin ce jour;['fr', 'french'];['fr', 'french'];fr;french;fr;french
98374;"Ninon Vallin,Georges Thill,Germaine Féraldy', ""Chœur et Orchestre de l'Opéra de Paris"", 'Elie Cohen";Werther, Acte II: Trois moi! Voici trois mois...;['fr', 'french'];['fr', 'french'];fr;french;fr;french
98377;Frédéric Chopin,Robert Lortat;"12 Études, Op. 10: No. 6 in E-Flat Minor ""Lament""";['fr', 'french'];['fr', 'french'];fr;french;fr;french
98420;Marcel Pagnol,Charpin,Raimu,Maupi;Acte 2, scène 4;['fr', 'french'];['ja', 'japanese'];ja;japanese;fr;french
98423;Mireille;Les Pieds Dans L'eau;['fr', 'french'];['fr', 'french'];fr;french;fr;french
98429;Marcel Pagnol,Raimu,Alida Rouffe;Acte 2, scène 9;['fr', 'french'];['ja', 'japanese'];ja;japanese;fr;french
98433;Damia;La Veuve;['fr', 'french'];['ms', 'malay'];ms;malay;fr;french
98440;Marcel Pagnol,Charpin,Raimu,Joseph Boulle,Edouart Delmont;Naissance et visites;['fr', 'french'];['fr', 'french'];fr;french;fr;french
98453;Marcel Pagnol;Le triomphe de la pièce;['fr', 'french'];['fr', 'french'];fr;french;fr;french
98454;Henri Garat;Quand On Est Vraiment Amoureux;['fr', 'french'];['hi', 'hindi'];hi;hindi;fr;french
98461;Berthe Sylva;La Voix De Maman;['fr', 'french'];['fr', 'french'];fr;french;fr;french
98469;Berthe Sylva;Ferme Tes Jolis Yeux;['fr', 'french'];['fr', 'french'];fr;french;fr;french
98478;Marcel Pagnol,Charpin,Alida Rouffe,Milly Mathis;Deuxieme Tableau, scènes 3 et 4;['fr', 'french'];['en', 'english'];en;english;fr;french
98481;Marcel Pagnol,Oriane Demazis,Alida Rouffe,Milly Mathis;Deuxième Tableau, scènes 6 et 7;['fr', 'french'];['fr', 'french'];fr;french;fr;french
98505;Marcel Pagnol,Raimu,Pierre Fresnay;Acte 3, le retour;['fr', 'french'];['fr', 'french'];fr;french;fr;french
98507;Marcel Pagnol,Charpin,Vattier;Acte 2, scène 2;['fr', 'french'];['fr', 'french'];fr;french;fr;french
98510;Georges Milton;Si Tous Les Cocus;['fr', 'french'];['en', 'english'];en;english;fr;french
98606;Lys Gauty;À Paris Dans Chaque Faubourg;['fr', 'french'];['no', 'norwegian'];no;norwegian;fr;french
98625;Maurice Jaubert;Générique et ouverture (From Hôtel du Nord) (1938);['fr', 'french'];['fr', 'french'];fr;french;fr;french
98637;Maurice Jaubert;Part.7 (From En Crète sans les dieux) (1934);['fr', 'french'];['fr', 'french'];fr;french;fr;french
98649;"""Vincent d'Indy"", 'Colonne Symphony Orchestra";Symphonie sur un chant montagnard français Op. 25: II Assez modéré;['fr', 'french'];['en', 'english'];en;english;fr;french
98670;Berthe Sylva;On N'a Pas Tous Les Jours Vingt Ans;['fr', 'french'];['fr', 'french'];fr;french;fr;french
98674;Maurice Jaubert;Part.4 (From En Crète sans les dieux) (1934);['fr', 'french'];['fr', 'french'];fr;french;fr;french
98678;Lys Gauty;Le Moulin Qui Jase;['fr', 'french'];['no', 'norwegian'];no;norwegian;fr;french
98691;Alibert;Sur Le Plancher Des Vaches;['fr', 'french'];['en', 'english'];en;english;fr;french
98702;Maurice Jaubert;Fête du 14 juillet et Final (From Hôtel du Nord) (1938);['fr', 'french'];['fr', 'french'];fr;french;fr;french
98714;Jean Tranchant;Ici L'on Pêche;['fr', 'french'];['fr', 'french'];fr;french;fr;french
98753;Jeanne Aubert;C'est Une Petite Étoile;['fr', 'french'];['fr', 'french'];fr;french;fr;french
98819;Dick Haymes;Adieu;['fr', 'french'];['en', 'english'];en;english;fr;french
99005;Hot Lips Page;La Danse;['fr', 'french'];['en', 'english'];en;english;fr;french
99161;Jimmie Lunceford;Le Jazz Hot;['fr', 'french'];['en', 'english'];en;english;fr;french
99228;Nilla Pizzi,Luciano Benevene;Bongo Bongo Bongo;['fr', 'french'];['it', 'italian'];it;italian;fr;french
99290;Nilla Pizzi;Souvenir d'Italie;['fr', 'french'];['sv', 'swedish'];sv;swedish;fr;french
99324;Claude Debussy,Roger Desormière/Choeurs Yvonne Gouverné/Orchestre Symphonique de Paris,Roger Desormiere,Orchestre Symphonique De Paris;Pelléas et Mélisande (2006 Digital Remaster), Act IV, Scene Four: C'est le dernier soir...(Pelléas/Mélisande);['fr', 'french'];['fr', 'french'];fr;french;fr;french
99341;Claude Debussy,Roger Desormière/Choeurs Yvonne Gouverné/Orchestre Symphonique de Paris,Roger Desormiere,Orchestre Symphonique De Paris;Pelléas et Mélisande (2006 Digital Remaster), Act IV, Scene Four: Quel est ce bruit? On ferme le portes (Pelléas/Mélisande);['fr', 'french'];['fr', 'french'];fr;french;fr;french
99354;Maurice Ravel,Pierre Monteux;La Valse, M. 72;['fr', 'french'];['fr', 'french'];fr;french;fr;french
99390;Claude Debussy,Roger Desormière/Choeurs Yvonne Gouverné/Orchestre Symphonique de Paris,Roger Desormiere,Orchestre Symphonique De Paris;Pelléas et Mélisande (2006 Digital Remaster), Act V, Scene: Qu'avez-vous fait? Vous allez la tuer (Arkel/Golaud/Mélisande);['fr', 'french'];['fr', 'french'];fr;french;fr;french
99393;Claude Debussy,Pierre Monteux;Images pour orchestre, L. 122: No. 3 - Rondes de printemps;['fr', 'french'];['fr', 'french'];fr;french;fr;french
99401;"""Vincent d'Indy"", 'Pierre Monteux,Maxim Schapiro";"Symphonie sur un chant montagnard français, Op. 25 ""Symphonie cévenole"": II. Assez modéré, mais sans lenteur";['fr', 'french'];['fr', 'french'];fr;french;fr;french
99407;Claude Debussy,Roger Desormière/Choeurs Yvonne Gouverné/Orchestre Symphonique de Paris,Roger Desormiere,Orchestre Symphonique De Paris;Mélodies (2006 Digital Remaster), Ariettes oubliées (Verlaine): No.1: Il pleure dans mon coeur;['fr', 'french'];['fr', 'french'];fr;french;fr;french
99415;Claude Debussy,Claudio Arrau;Images Book II, L. 111: I. Cloches à travers les feuilles;['fr', 'french'];['en', 'english'];en;english;fr;french
99445;Claude Debussy,Eugene Ormandy,Philadelphia Orchestra;La Damoiselle élue, L. 62;['fr', 'french'];['en', 'english'];en;english;fr;french
99504;Maurice Ravel,Oscar Levant;"Minuet from ""Le Tombeau de Couperin""";['fr', 'french'];['en', 'english'];en;english;fr;french
99528;Sergei Rachmaninoff,Moura Lympany;5 Morceaux de fantaisie, Op. 3: No. 2 Prelude in C-Sharp Minor;['fr', 'french'];['pt', 'portuguese'];pt;portuguese;fr;french
99614;Maurice Ravel,Concertgebouworkest,Eduard van Beinum;Rapsodie espagnole, M.54: 3. Habanera;['fr', 'french'];['nl', 'dutch'];nl;dutch;fr;french
99776;Hector Berlioz,Pierre Monteux;Les Troyens à Carthage: Prélude;['fr', 'french'];['fr', 'french'];fr;french;fr;french
99856;Maurice Ravel,Pierre Monteux;Valses nobles et sentimentales, M. 61: IV. Assez animé;['fr', 'french'];['fr', 'french'];fr;french;fr;french
