;artists;Title;popularity;Title language FULL;rank;Language Specific Popularity
161228;6ix9ine,Anuel AA;MALA;73;chinese (simplified);74.0;88.0
135487;Arizona Zervas;24;73;chinese (simplified);74.0;88.0
135397;Natanael Cano;El de La Codeina;73;chinese (simplified);74.0;88.0
97588;Bazzi;3:15;73;chinese (simplified);74.0;88.0
144251;Pink Sweat$;17;73;chinese (simplified);74.0;88.0
169593;Anne-Marie;2002;74;chinese (simplified);75.0;89.0
116659;Lil Tjay;20/20;74;chinese (simplified);75.0;89.0
152860;Agust D,NiiHWA;28;74;chinese (simplified);75.0;89.0
97322;Mac Miller,Anderson .Paak;Dang! (feat. Anderson .Paak);74;chinese (simplified);75.0;89.0
116642;Kehlani;F&MU;74;chinese (simplified);75.0;89.0
86459;Rihanna;Pon de Replay;75;chinese (simplified);76.0;90.0
85229;The Cranberries;Linger;75;chinese (simplified);76.0;90.0
116569;Harry Styles;She;75;chinese (simplified);76.0;90.0
96874;Eiffel 65,Gabry Ponte;Blue (Da Ba Dee) - Gabry Ponte Ice Pop Radio;75;chinese (simplified);76.0;90.0
97813;Polo G;33;75;chinese (simplified);76.0;90.0
16130;EVERGLOW;DUN DUN;75;chinese (simplified);76.0;90.0
87228;Childish Gambino;3005;76;chinese (simplified);77.0;91.0
144266;Bad Bunny;<3;76;chinese (simplified);77.0;91.0
116580;Billie Eilish;8;77;chinese (simplified);78.0;93.0
107065;Tiësto,Dzeko,Preme,Post Malone;Jackie Chan;77;chinese (simplified);78.0;93.0
87356;Jessie J,Ariana Grande,Nicki Minaj;Bang Bang;78;chinese (simplified);79.0;94.0
116669;Bad Bunny;25/8;78;chinese (simplified);79.0;94.0
87677;NF;Lie;78;chinese (simplified);79.0;94.0
97526;King Princess;1950;78;chinese (simplified);79.0;94.0
87344;One Direction;18;79;chinese (simplified);80.0;95.0
135384;Myke Towers,Farruko,Arcangel,Sech,Zion;Si Se Da - Remix;79;chinese (simplified);80.0;95.0
161277;Camilo,Pedro Capó;Tutu;80;chinese (simplified);81.0;96.0
87663;Logic,Alessia Cara,Khalid;1-800-273-8255;80;chinese (simplified);81.0;96.0
87728;Morgan Wallen;Chasin' You;81;chinese (simplified);82.0;97.0
87978;Polo G;21;81;chinese (simplified);82.0;97.0
97550;Anne-Marie;2002;82;chinese (simplified);83.0;99.0
97777;Lady Gaga;911;83;chinese (simplified);84.0;100.0
87879;Y2K,bbno$;Lalala;86;chinese (simplified);85.0;101.0
